0	57	56	48
0	57	54	49
62	57	54	49
0	59	56	49
62	57	54	49
62	57	54	43
0	57	61	45
0	57	52	47
0	57	54	47
0	51	52	47
0	0	53	45
0	0	51	45
0	0	52	45
0	0	49	45
0	55	49	45
0	0	49	45
0	61	49	50
0	61	53	40
0	61	44	40
0	59	45	38
0	59	47	37
0	49	47	35
0	49	57	0
0	54	54	0
0	52	54	0
0	54	51	0
0	56	50	40
0	54	50	40
0	54	49	40
0	54	49	38
0	54	50	38
0	54	49	38
0	54	47	37
0	56	47	35
0	55	46	37
0	54	49	0
0	56	49	41
0	56	50	40
0	56	49	37
74	56	52	37
0	54	42	38
66	54	42	36
74	52	51	35
73	54	49	35
69	54	49	47
66	52	49	42
66	52	49	42
66	49	49	28
66	51	59	30
66	55	56	32
59	55	50	0
59	50	47	0
61	54	49	0
61	54	47	0
64	54	45	33
64	56	45	40
62	56	44	40
64	54	47	40
62	54	47	42
60	54	47	43
62	54	47	0
62	54	45	0
63	52	42	0
62	49	45	0
64	52	42	0
65	54	42	0
66	54	45	0
64	54	46	0
64	56	47	0
66	58	47	0
69	59	0	42
68	59	0	42
71	57	0	42
73	57	0	49
63	59	47	0
66	57	0	45
66	59	0	49
65	61	0	50
66	56	0	49
66	61	0	49
66	59	0	49
66	57	0	49
66	57	53	50
66	57	51	49
67	62	45	46
65	62	54	45
64	63	54	47
65	61	56	47
65	61	56	47
67	61	56	49
69	57	57	45
71	57	56	30
61	54	56	40
61	52	55	42
59	50	46	42
61	54	47	42
59	52	47	42
61	52	45	42
61	50	49	42
61	52	42	32
61	49	42	35
63	50	49	35
61	50	49	37
64	49	49	38
62	59	49	34
61	59	50	37
73	61	50	40
71	61	51	39
71	59	0	37
61	59	45	37
64	57	45	33
66	56	45	35
66	61	45	36
65	64	47	34
66	54	45	37
61	56	47	35
61	57	44	32
60	57	42	42
61	64	44	42
66	62	45	42
66	66	47	42
66	66	45	41
64	68	45	38
64	57	47	38
73	50	44	38
61	53	47	37
61	55	0	37
61	56	0	36
64	50	52	37
0	50	50	0
68	59	47	30
73	50	47	0
73	49	47	37
70	54	45	34
63	54	47	34
67	54	47	37
66	56	44	0
66	59	54	40
56	57	52	42
57	59	54	42
59	62	54	43
59	0	51	48
59	0	50	49
59	0	51	50
59	49	53	48
59	0	53	48
59	62	62	48
64	64	52	34
65	66	57	42
71	66	59	40
73	64	56	40
69	66	57	42
71	68	50	47
69	68	50	47
70	59	51	47
70	59	49	49
69	59	45	49
68	59	55	47
68	57	55	45
68	57	53	45
69	57	57	47
69	66	50	47
71	57	50	47
0	57	50	47
0	58	50	44
0	63	49	42
0	66	50	42
73	64	45	42
0	57	46	42
0	59	47	40
0	59	47	41
0	59	47	0
0	0	44	0
0	49	42	0
0	61	43	0
66	54	0	0
69	54	45	0
0	56	47	0
56	66	48	0
0	62	47	43
0	61	47	43
66	66	47	43
66	66	40	42
65	61	49	42
66	61	49	44
66	59	50	42
55	54	50	42
63	54	51	42
58	53	56	40
56	51	54	38
61	48	53	38
71	52	51	37
73	49	51	37
73	51	49	42
71	63	49	39
59	62	52	48
63	64	51	49
60	66	51	54
62	64	50	45
60	68	50	42
62	61	48	45
62	63	50	45
61	61	50	47
63	58	50	47
64	58	50	47
59	50	47	47
61	62	47	43
61	62	47	45
61	64	49	45
63	61	45	47
64	59	43	47
64	59	43	45
64	59	42	44
65	61	54	44
58	61	56	45
64	57	56	43
66	57	54	45
66	57	52	45
67	57	52	49
68	56	60	49
68	54	60	45
61	54	57	45
63	56	54	44
63	56	54	44
69	65	52	44
69	62	47	47
71	64	0	47
71	66	49	49
73	66	47	49
71	68	47	46
71	68	47	47
71	66	47	48
68	66	46	46
71	68	44	47
61	68	54	47
59	66	52	47
59	66	53	48
0	63	52	47
62	66	52	47
62	61	52	47
63	61	52	47
59	61	55	49
60	59	54	49
68	59	50	49
59	59	52	49
61	59	51	40
61	59	49	47
0	59	49	47
66	61	49	45
0	50	49	45
0	50	49	0
59	53	54	0
0	53	54	28
59	56	54	38
59	56	54	39
59	54	55	50
59	54	45	50
59	52	45	47
59	54	47	43
59	54	50	43
59	52	50	45
55	50	48	47
66	57	47	47
61	56	45	45
62	56	40	42
62	54	42	42
61	54	42	42
73	57	44	39
73	53	0	37
73	62	0	37
71	59	59	0
73	0	52	0
73	0	57	0
64	0	47	46
62	55	49	44
64	55	49	44
66	56	49	44
68	54	49	42
68	54	49	47
70	54	47	47
69	53	49	49
69	54	49	49
64	54	49	49
64	61	52	49
68	62	52	48
67	62	53	49
69	64	53	49
68	66	50	52
61	56	50	49
59	57	47	40
61	59	42	42
61	59	49	38
61	57	49	38
59	59	49	48
59	66	49	50
59	57	49	49
59	59	40	49
59	58	44	49
59	66	46	50
59	54	47	41
57	66	47	44
63	64	47	42
68	64	49	45
66	66	47	45
66	66	48	45
65	61	48	45
0	62	49	45
64	63	52	44
64	61	52	51
64	61	54	48
64	61	55	45
66	60	57	45
69	62	54	45
67	61	54	45
67	61	54	40
67	61	44	43
65	61	45	45
68	62	46	45
66	62	44	47
66	65	43	47
68	63	45	0
61	62	56	47
61	53	0	0
62	54	55	0
64	54	56	0
64	49	59	0
64	59	57	0
64	59	55	0
64	59	56	0
64	58	56	0
74	59	56	37
0	59	54	35
67	59	54	37
69	57	54	37
69	56	55	35
71	56	40	30
61	53	47	35
61	55	45	34
61	57	44	0
61	52	44	0
63	49	40	0
61	59	45	0
71	59	0	0
59	59	0	0
59	68	59	52
71	61	54	42
69	68	55	42
69	71	56	38
69	66	55	40
69	66	54	34
71	52	54	44
71	53	54	44
56	53	56	47
54	48	54	49
61	56	52	0
61	56	52	0
61	48	57	0
61	50	55	33
63	50	40	35
63	50	45	38
64	52	0	37
61	59	0	0
61	59	0	43
62	59	0	43
62	61	54	45
63	69	0	46
74	66	0	48
64	64	0	48
66	52	0	39
66	54	0	30
66	56	0	30
57	56	0	37
59	57	0	37
59	54	0	37
61	54	0	37
61	56	0	35
65	55	49	37
64	53	43	37
64	61	50	35
73	59	50	37
73	59	50	38
64	59	50	38
74	0	50	40
63	0	50	38
66	61	50	0
64	62	50	46
63	62	49	47
64	62	49	45
64	68	47	44
63	68	47	49
63	57	47	35
61	59	47	40
61	60	47	40
61	56	49	40
64	56	49	38
60	56	51	40
61	57	49	41
61	0	54	43
61	67	54	43
61	57	54	43
58	57	54	42
67	48	54	42
68	48	54	41
68	49	54	40
71	54	54	40
74	54	54	50
64	55	54	51
63	54	54	49
63	54	57	52
63	56	62	42
63	56	56	43
62	57	54	44
61	57	52	44
61	68	50	43
61	61	50	43
61	61	52	45
62	61	54	43
62	61	54	45
62	61	54	42
61	61	54	43
61	65	52	44
61	66	49	42
62	59	49	41
61	59	49	38
59	67	47	38
59	66	47	38
61	61	0	40
64	59	49	40
67	59	48	40
67	59	50	38
66	57	50	0
66	0	50	38
66	69	46	30
58	64	49	38
59	62	50	35
59	50	50	35
0	52	51	0
58	52	51	0
58	52	53	0
55	64	54	0
56	57	54	35
57	56	54	37
59	0	54	36
61	0	52	35
59	54	50	35
61	0	48	0
59	0	46	0
62	0	46	0
61	0	46	0
64	0	49	0
64	64	50	35
64	64	50	39
64	64	49	0
64	64	59	35
62	0	59	35
64	0	49	33
67	62	0	37
67	64	52	37
68	67	54	37
68	66	54	37
68	63	54	38
67	64	50	40
0	63	49	49
71	62	49	49
67	69	49	49
69	66	51	49
68	66	51	49
68	66	52	39
66	66	54	40
71	66	54	35
71	64	55	38
71	62	55	47
73	61	57	48
74	61	56	45
65	62	56	42
67	64	53	40
66	64	53	40
66	66	53	40
68	56	50	36
68	64	49	34
0	66	49	37
66	65	48	37
0	66	0	40
63	66	0	40
73	65	0	47
62	62	0	49
62	62	0	47
62	62	0	50
62	62	0	40
74	61	0	40
64	59	52	40
59	66	0	39
62	68	42	37
62	65	43	37
64	56	43	40
64	66	52	38
64	62	50	40
64	62	50	40
62	61	50	37
60	61	42	37
63	62	40	38
64	61	42	37
58	61	44	38
63	60	46	40
63	61	46	49
64	61	44	42
64	59	43	42
64	71	45	42
64	69	44	42
73	59	45	38
73	56	42	40
73	56	54	40
63	57	40	40
62	57	45	42
61	66	45	42
62	57	45	40
62	55	47	41
64	57	49	41
71	56	47	42
71	56	47	37
71	59	47	38
60	59	40	0
61	52	51	37
58	54	50	40
56	52	51	34
66	52	53	34
64	59	51	37
66	57	51	40
66	57	50	52
66	57	50	52
66	55	48	43
66	57	48	50
62	57	49	47
64	56	50	47
66	56	50	46
64	56	49	46
57	56	49	48
59	56	49	33
58	55	47	35
58	53	47	33
59	50	47	40
57	51	0	52
64	54	0	50
63	50	0	50
68	54	0	45
66	54	50	44
66	0	0	44
66	57	0	44
64	59	57	42
63	69	45	40
62	66	42	0
61	66	54	46
61	66	42	46
61	68	45	46
62	68	45	38
64	61	56	37
56	61	54	30
59	59	54	30
61	49	55	35
59	50	54	35
59	52	56	37
61	52	56	38
61	50	56	35
54	59	49	47
62	59	49	45
61	58	49	47
61	50	49	47
61	62	59	44
62	62	57	49
62	0	56	49
64	57	59	49
67	57	57	40
57	62	61	42
57	62	57	44
59	64	59	32
57	64	49	35
59	57	57	37
56	68	52	37
61	61	52	42
0	60	50	42
0	63	52	44
0	61	54	44
0	0	53	44
0	0	55	44
66	0	55	30
66	0	54	40
66	65	57	38
63	61	57	40
54	66	56	40
61	68	49	38
62	0	49	38
62	0	49	38
0	62	51	38
66	68	51	37
71	68	0	0
60	66	0	0
0	0	45	34
0	52	0	32
0	54	0	37
0	52	0	37
0	52	0	35
0	0	0	37
0	0	0	35
0	0	0	35
0	0	49	28
0	52	0	36
0	0	0	38
0	49	0	37
